2023-04-07 13:36:03.839 [main] INFO  o.s.c.b.c.PropertySourceBootstrapConfiguration - Located property source: [BootstrapPropertySource {name='bootstrapProperties-dandelion-web-dev.yaml,WEB'}, BootstrapPropertySource {name='bootstrapProperties-dandelion-web.yaml,WEB'}, BootstrapPropertySource {name='bootstrapProperties-dandelion-web,WEB'}]
2023-04-07 21:34:52.413 [main] INFO  o.apache.flink.runtime.taskexecutor.KvStateService - Starting the kvState service and its components.
2023-04-07 21:34:52.427 [main] INFO  org.apache.flink.configuration.Configuration - Config uses fallback configuration key 'akka.ask.timeout' instead of key 'taskmanager.slot.timeout'
2023-04-07 21:34:52.447 [main] INFO  org.apache.flink.runtime.rpc.akka.AkkaRpcService - Starting RPC endpoint for org.apache.flink.runtime.taskexecutor.TaskExecutor at akka://flink/user/rpc/taskmanager_0 .
2023-04-07 21:34:52.463 [flink-akka.actor.default-dispatcher-5] INFO  o.a.f.runtime.taskexecutor.DefaultJobLeaderService - Start job leader service.
2023-04-07 21:34:52.465 [flink-akka.actor.default-dispatcher-5] INFO  org.apache.flink.runtime.filecache.FileCache - User file cache uses directory C:\Users\22935\AppData\Local\Temp\flink-dist-cache-806f15fe-f976-472b-af95-8bb944ffca1b
2023-04-07 21:34:52.517 [main] INFO  o.a.f.runtime.dispatcher.DispatcherRestEndpoint - Starting rest endpoint.
2023-04-07 21:34:52.519 [main] INFO  o.a.f.runtime.dispatcher.DispatcherRestEndpoint - Failed to load web based job submission extension. Probable reason: flink-runtime-web is not in the classpath.
2023-04-07 21:34:53.075 [main] INFO  o.a.f.runtime.dispatcher.DispatcherRestEndpoint - Rest endpoint listening at localhost:53006
2023-04-07 21:34:53.075 [main] INFO  o.a.f.r.h.nonha.embedded.EmbeddedLeaderService - Proposing leadership to contender http://localhost:53006
2023-04-07 21:34:53.077 [mini-cluster-io-thread-1] INFO  o.a.f.runtime.dispatcher.DispatcherRestEndpoint - http://localhost:53006 was granted leadership with leaderSessionID=7fb31aa5-e076-4cad-a73c-f506221d85be
2023-04-07 21:34:53.077 [mini-cluster-io-thread-1] INFO  o.a.f.r.h.nonha.embedded.EmbeddedLeaderService - Received confirmation of leadership for leader http://localhost:53006 , session=7fb31aa5-e076-4cad-a73c-f506221d85be
2023-04-07 21:34:53.089 [main] INFO  o.a.f.r.h.nonha.embedded.EmbeddedLeaderService - Proposing leadership to contender LeaderContender: DefaultDispatcherRunner
2023-04-07 21:34:53.089 [main] INFO  o.a.f.r.resourcemanager.ResourceManagerServiceImpl - Starting resource manager service.
2023-04-07 21:34:53.089 [main] INFO  o.a.f.r.h.nonha.embedded.EmbeddedLeaderService - Proposing leadership to contender LeaderContender: ResourceManagerServiceImpl
2023-04-07 21:34:53.089 [mini-cluster-io-thread-2] INFO  o.a.f.r.dispatcher.runner.DefaultDispatcherRunner - DefaultDispatcherRunner was granted leadership with leader id a1f89d01-7111-4131-a00a-096688c4259a. Creating new DispatcherLeaderProcess.
2023-04-07 21:34:53.090 [pool-3-thread-1] INFO  o.a.f.r.resourcemanager.ResourceManagerServiceImpl - Resource manager service is granted leadership with session id 0fd1c85e-b648-4bb0-b6ce-3f4a19b7f84e.
2023-04-07 21:34:53.092 [main] INFO  org.apache.flink.runtime.minicluster.MiniCluster - Flink Mini Cluster started successfully
2023-04-07 21:34:53.094 [mini-cluster-io-thread-2] INFO  o.a.f.r.d.runner.SessionDispatcherLeaderProcess - Start SessionDispatcherLeaderProcess.
2023-04-07 21:34:53.095 [mini-cluster-io-thread-1] INFO  o.a.f.r.d.runner.SessionDispatcherLeaderProcess - Recover all persisted job graphs.
2023-04-07 21:34:53.095 [mini-cluster-io-thread-1] INFO  o.a.f.r.d.runner.SessionDispatcherLeaderProcess - Successfully recovered 0 persisted job graphs.
2023-04-07 21:34:53.101 [mini-cluster-io-thread-1] INFO  org.apache.flink.runtime.rpc.akka.AkkaRpcService - Starting RPC endpoint for org.apache.flink.runtime.dispatcher.StandaloneDispatcher at akka://flink/user/rpc/dispatcher_1 .
2023-04-07 21:34:53.106 [pool-3-thread-1] INFO  org.apache.flink.runtime.rpc.akka.AkkaRpcService - Starting RPC endpoint for org.apache.flink.runtime.resourcemanager.StandaloneResourceManager at akka://flink/user/rpc/resourcemanager_2 .
2023-04-07 21:34:53.109 [mini-cluster-io-thread-1] INFO  o.a.f.r.h.nonha.embedded.EmbeddedLeaderService - Received confirmation of leadership for leader akka://flink/user/rpc/dispatcher_1 , session=a1f89d01-7111-4131-a00a-096688c4259a
2023-04-07 21:34:53.113 [flink-akka.actor.default-dispatcher-5] INFO  o.a.f.r.resourcemanager.StandaloneResourceManager - Starting the resource manager.
2023-04-07 21:34:53.120 [mini-cluster-io-thread-2] INFO  o.a.f.r.h.nonha.embedded.EmbeddedLeaderService - Received confirmation of leadership for leader akka://flink/user/rpc/resourcemanager_2 , session=0fd1c85e-b648-4bb0-b6ce-3f4a19b7f84e
2023-04-07 21:34:53.121 [flink-akka.actor.default-dispatcher-5] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Connecting to ResourceManager akka://flink/user/rpc/resourcemanager_2(b6ce3f4a19b7f84e0fd1c85eb6484bb0).
2023-04-07 21:34:53.131 [flink-akka.actor.default-dispatcher-7] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Resolved ResourceManager address, beginning registration
2023-04-07 21:34:53.137 [flink-akka.actor.default-dispatcher-8] INFO  o.a.f.r.resourcemanager.StandaloneResourceManager - Registering TaskManager with ResourceID 9f1b1494-c574-41de-b7d0-a2ec8b982d5e (akka://flink/user/rpc/taskmanager_0) at ResourceManager
2023-04-07 21:34:53.138 [flink-akka.actor.default-dispatcher-8] INFO  o.a.flink.runtime.dispatcher.StandaloneDispatcher - Received JobGraph submission 'Flink Streaming Job' (252757f04de74a36c05b0ac9b37a60af).
2023-04-07 21:34:53.138 [flink-akka.actor.default-dispatcher-7] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Successful registration at resource manager akka://flink/user/rpc/resourcemanager_2 under registration id b4f75773357b1714d2e1f7f0be32ddc7.
2023-04-07 21:34:53.139 [flink-akka.actor.default-dispatcher-8] INFO  o.a.flink.runtime.dispatcher.StandaloneDispatcher - Submitting job 'Flink Streaming Job' (252757f04de74a36c05b0ac9b37a60af).
2023-04-07 21:34:53.154 [flink-akka.actor.default-dispatcher-8] INFO  o.a.f.r.h.nonha.embedded.EmbeddedLeaderService - Proposing leadership to contender LeaderContender: JobMasterServiceLeadershipRunner
2023-04-07 21:34:53.165 [jobmanager-io-thread-1] INFO  org.apache.flink.runtime.rpc.akka.AkkaRpcService - Starting RPC endpoint for org.apache.flink.runtime.jobmaster.JobMaster at akka://flink/user/rpc/jobmanager_3 .
2023-04-07 21:34:53.174 [jobmanager-io-thread-1] INFO  org.apache.flink.runtime.jobmaster.JobMaster - Initializing job 'Flink Streaming Job' (252757f04de74a36c05b0ac9b37a60af).
2023-04-07 21:34:53.198 [jobmanager-io-thread-1] INFO  org.apache.flink.runtime.jobmaster.JobMaster - Using restart back off time strategy NoRestartBackoffTimeStrategy for Flink Streaming Job (252757f04de74a36c05b0ac9b37a60af).
2023-04-07 21:34:53.242 [jobmanager-io-thread-1] INFO  org.apache.flink.runtime.jobmaster.JobMaster - Running initialization on master for job Flink Streaming Job (252757f04de74a36c05b0ac9b37a60af).
2023-04-07 21:34:53.242 [jobmanager-io-thread-1] INFO  org.apache.flink.runtime.jobmaster.JobMaster - Successfully ran initialization on master in 0 ms.
2023-04-07 21:34:53.260 [jobmanager-io-thread-1] INFO  o.a.f.r.scheduler.adapter.DefaultExecutionTopology - Built 1 pipelined regions in 0 ms
2023-04-07 21:34:53.301 [jobmanager-io-thread-1] INFO  org.apache.flink.runtime.jobmaster.JobMaster - No state backend has been configured, using default (HashMap) org.apache.flink.runtime.state.hashmap.HashMapStateBackend@77db2752
2023-04-07 21:34:53.302 [jobmanager-io-thread-1] INFO  org.apache.flink.runtime.state.StateBackendLoader - State backend loader loads the state backend as HashMapStateBackend
2023-04-07 21:34:53.303 [jobmanager-io-thread-1] INFO  org.apache.flink.runtime.jobmaster.JobMaster - Checkpoint storage is set to 'jobmanager'
2023-04-07 21:34:53.318 [jobmanager-io-thread-1] INFO  o.a.flink.runtime.checkpoint.CheckpointCoordinator - No checkpoint found during restore.
2023-04-07 21:34:53.323 [jobmanager-io-thread-1] INFO  org.apache.flink.runtime.jobmaster.JobMaster - Using failover strategy org.apache.flink.runtime.executiongraph.failover.flip1.RestartPipelinedRegionFailoverStrategy@1eee256b for Flink Streaming Job (252757f04de74a36c05b0ac9b37a60af).
2023-04-07 21:34:53.332 [jobmanager-io-thread-1] INFO  o.a.f.r.h.nonha.embedded.EmbeddedLeaderService - Received confirmation of leadership for leader akka://flink/user/rpc/jobmanager_3 , session=d51a6c1c-566f-4024-9701-8ec81d13a659
2023-04-07 21:34:53.334 [flink-akka.actor.default-dispatcher-9] INFO  org.apache.flink.runtime.jobmaster.JobMaster - Starting execution of job 'Flink Streaming Job' (252757f04de74a36c05b0ac9b37a60af) under job master id 97018ec81d13a659d51a6c1c566f4024.
2023-04-07 21:34:53.335 [flink-akka.actor.default-dispatcher-9] INFO  org.apache.flink.runtime.jobmaster.JobMaster - Starting scheduling with scheduling strategy [org.apache.flink.runtime.scheduler.strategy.PipelinedRegionSchedulingStrategy]
2023-04-07 21:34:53.335 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Job Flink Streaming Job (252757f04de74a36c05b0ac9b37a60af) switched from state CREATED to RUNNING.
2023-04-07 21:34:53.338 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Source: Custom Source -> Timestamps/Watermarks (1/1) (39108bd7f82ce9cf27a2c2573f4c5d73) switched from CREATED to SCHEDULED.
2023-04-07 21:34:53.338 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Flat Map (1/6) (7a0f8c90d33e374ba7bcdf00eec1f04e) switched from CREATED to SCHEDULED.
2023-04-07 21:34:53.338 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Flat Map (2/6) (e941a4d298f7eae68e6e86653602542d) switched from CREATED to SCHEDULED.
2023-04-07 21:34:53.338 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Flat Map (3/6) (63443b109339e9410b28d5ddb5d41b34) switched from CREATED to SCHEDULED.
2023-04-07 21:34:53.338 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Flat Map (4/6) (601f6915b69b235db3b9c2d4d745a31c) switched from CREATED to SCHEDULED.
2023-04-07 21:34:53.338 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Flat Map (5/6) (feb875046290b54ee079e566366bb501) switched from CREATED to SCHEDULED.
2023-04-07 21:34:53.338 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Flat Map (6/6) (eb0456989b5bbc2dd9b9c9427ac9ce79) switched from CREATED to SCHEDULED.
2023-04-07 21:34:53.338 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (1/6) (ea86ccb4572a17525038e8d644cd67e8) switched from CREATED to SCHEDULED.
2023-04-07 21:34:53.338 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (2/6) (686ec71725e588c26a6eb6abd486cc12) switched from CREATED to SCHEDULED.
2023-04-07 21:34:53.338 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (3/6) (9869286db2efe8e6da1059108d5f54f1) switched from CREATED to SCHEDULED.
2023-04-07 21:34:53.338 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (4/6) (314f248fc8c2617e66c3fbf8563621c8) switched from CREATED to SCHEDULED.
2023-04-07 21:34:53.338 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (5/6) (5765bf043350e3d4be9cdd1e3a499a77) switched from CREATED to SCHEDULED.
2023-04-07 21:34:53.338 [flink-akka.actor.default-dispatcher-9] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Sink: Unnamed (6/6) (d5382dc62e724e342909766e5ee55411) switched from CREATED to SCHEDULED.
2023-04-07 21:34:53.355 [flink-akka.actor.default-dispatcher-9] INFO  org.apache.flink.runtime.jobmaster.JobMaster - Connecting to ResourceManager akka://flink/user/rpc/resourcemanager_2(b6ce3f4a19b7f84e0fd1c85eb6484bb0)
2023-04-07 21:34:53.357 [flink-akka.actor.default-dispatcher-9] INFO  org.apache.flink.runtime.jobmaster.JobMaster - Resolved ResourceManager address, beginning registration
2023-04-07 21:34:53.358 [flink-akka.actor.default-dispatcher-8] INFO  o.a.f.r.resourcemanager.StandaloneResourceManager - Registering job manager 97018ec81d13a659d51a6c1c566f4024@akka://flink/user/rpc/jobmanager_3 for job 252757f04de74a36c05b0ac9b37a60af.
2023-04-07 21:34:53.361 [flink-akka.actor.default-dispatcher-7] INFO  o.a.f.r.resourcemanager.StandaloneResourceManager - Registered job manager 97018ec81d13a659d51a6c1c566f4024@akka://flink/user/rpc/jobmanager_3 for job 252757f04de74a36c05b0ac9b37a60af.
2023-04-07 21:34:53.363 [flink-akka.actor.default-dispatcher-8] INFO  org.apache.flink.runtime.jobmaster.JobMaster - JobManager successfully registered at ResourceManager, leader id: b6ce3f4a19b7f84e0fd1c85eb6484bb0.
2023-04-07 21:34:53.364 [flink-akka.actor.default-dispatcher-7] INFO  o.a.f.r.r.slotmanager.DeclarativeSlotManager - Received resource requirements from job 252757f04de74a36c05b0ac9b37a60af: [ResourceRequirement{resourceProfile=ResourceProfile{UNKNOWN}, numberOfRequiredSlots=6}]
2023-04-07 21:34:53.367 [flink-akka.actor.default-dispatcher-8] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Receive slot request e7b89fa19ca708e136d179409b1cbfef for job 252757f04de74a36c05b0ac9b37a60af from resource manager with leader id b6ce3f4a19b7f84e0fd1c85eb6484bb0.
2023-04-07 21:34:53.372 [flink-akka.actor.default-dispatcher-8] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Allocated slot for e7b89fa19ca708e136d179409b1cbfef.
2023-04-07 21:34:53.373 [flink-akka.actor.default-dispatcher-8] INFO  o.a.f.runtime.taskexecutor.DefaultJobLeaderService - Add job 252757f04de74a36c05b0ac9b37a60af for job leader monitoring.
2023-04-07 21:34:53.375 [mini-cluster-io-thread-3] INFO  o.a.f.runtime.taskexecutor.DefaultJobLeaderService - Try to register at job manager akka://flink/user/rpc/jobmanager_3 with leader id d51a6c1c-566f-4024-9701-8ec81d13a659.
2023-04-07 21:34:53.375 [flink-akka.actor.default-dispatcher-8] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Receive slot request 42bde73712a3e46b631e36abe7fb1ef4 for job 252757f04de74a36c05b0ac9b37a60af from resource manager with leader id b6ce3f4a19b7f84e0fd1c85eb6484bb0.
2023-04-07 21:34:53.376 [flink-akka.actor.default-dispatcher-8] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Allocated slot for 42bde73712a3e46b631e36abe7fb1ef4.
2023-04-07 21:34:53.376 [flink-akka.actor.default-dispatcher-8] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Receive slot request f4ce73bf8729f8467b235d5111007eb3 for job 252757f04de74a36c05b0ac9b37a60af from resource manager with leader id b6ce3f4a19b7f84e0fd1c85eb6484bb0.
2023-04-07 21:34:53.376 [flink-akka.actor.default-dispatcher-8] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Allocated slot for f4ce73bf8729f8467b235d5111007eb3.
2023-04-07 21:34:53.376 [flink-akka.actor.default-dispatcher-7] INFO  o.a.f.runtime.taskexecutor.DefaultJobLeaderService - Resolved JobManager address, beginning registration
2023-04-07 21:34:53.376 [flink-akka.actor.default-dispatcher-8] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Receive slot request 5f0bc5fb0a5509bcac87a212bb492639 for job 252757f04de74a36c05b0ac9b37a60af from resource manager with leader id b6ce3f4a19b7f84e0fd1c85eb6484bb0.
2023-04-07 21:34:53.376 [flink-akka.actor.default-dispatcher-8] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Allocated slot for 5f0bc5fb0a5509bcac87a212bb492639.
2023-04-07 21:34:53.377 [flink-akka.actor.default-dispatcher-8] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Receive slot request c8646e78a7f44cf59543826457968ea7 for job 252757f04de74a36c05b0ac9b37a60af from resource manager with leader id b6ce3f4a19b7f84e0fd1c85eb6484bb0.
2023-04-07 21:34:53.377 [flink-akka.actor.default-dispatcher-8] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Allocated slot for c8646e78a7f44cf59543826457968ea7.
2023-04-07 21:34:53.377 [flink-akka.actor.default-dispatcher-8] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Receive slot request f57fcea44e052badfa5d96e689edeaff for job 252757f04de74a36c05b0ac9b37a60af from resource manager with leader id b6ce3f4a19b7f84e0fd1c85eb6484bb0.
2023-04-07 21:34:53.377 [flink-akka.actor.default-dispatcher-8] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Allocated slot for f57fcea44e052badfa5d96e689edeaff.
2023-04-07 21:34:53.380 [flink-akka.actor.default-dispatcher-5] INFO  o.a.f.runtime.taskexecutor.DefaultJobLeaderService - Successful registration at job manager akka://flink/user/rpc/jobmanager_3 for job 252757f04de74a36c05b0ac9b37a60af.
2023-04-07 21:34:53.381 [flink-akka.actor.default-dispatcher-8] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Establish JobManager connection for job 252757f04de74a36c05b0ac9b37a60af.
2023-04-07 21:34:53.383 [flink-akka.actor.default-dispatcher-8] INFO  org.apache.flink.runtime.taskexecutor.TaskExecutor - Offer reserved slots to the leader of job 252757f04de74a36c05b0ac9b37a60af.
2023-04-07 21:34:53.395 [flink-akka.actor.default-dispatcher-8] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Source: Custom Source -> Timestamps/Watermarks (1/1) (39108bd7f82ce9cf27a2c2573f4c5d73) switched from SCHEDULED to DEPLOYING.
2023-04-07 21:34:53.396 [flink-akka.actor.default-dispatcher-8] INFO  o.a.flink.runtime.executiongraph.ExecutionGraph - Deploying Source: Custom Source -> Timestamps/Watermarks (1/1) (attempt #0) with attempt id 39108bd7f82ce9cf27a2c2573f4c5d73 to 9f1b1494-c574-41de-b7d0-a2ec8b982d5e @ activate.navicat.com (dataPort=-1) with allocation id f57fcea44e052badfa5d96e689edeaff
